Script,Translation
話を戻しましょう,Let's get back to the story.
体重がかなり減りました,I've lost a lot of weight.
私は毎朝体重を測っています,I weigh myself every morning.
服を買うのにあれこれ迷いました,I've been struggling to buy clothes.
どうせ間に合わないならゆっくり行こう,"If we're not going to make it, let's take our time."
湖でスケートをした,I went skating on the lake.
湖にボートが浮かんでいます,There is a boat floating on the lake.
この勝負はあなたの負けです,You've lost this game.
とうとう引っ越しの日が来ました,The day of moving came at last.
試合に負けてとても悔しい,I'm very disappointed that I lost the game.
彼はシートベルトをしていたので助かったんだ,"He was wearing a seat belt, which saved his life."
うちは3人姉妹です,We are three sisters.
駅の手前に郵便局があります,There's a post office in front of the station.
彼女の言っていることがさっぱり分からないの,I have no idea what she's talking about.
ついでだから彼も呼ぼうよ,Let's call him while we're at it.
よく眠ったら気分がすっきりした,I feel so much better after a good night's sleep.
仕事中に帰るなんてとんでもない,I can't go home while I'm working.
この坂を上るのはすごくきついね,It's really tough going up this hill.
カエルが池に飛び込んだね,The frog has jumped into the pond.
今日はユーザーからのコメントはなかった,There were no comments from users today.
この書類を書き直してください,Please rewrite this document.
最近、若い人たちの就職が難しくなっています,It's getting harder and harder for young people to find jobs these days.
母は看護婦です,My mother is a nurse.
母は糸を針に通した,My mother threaded the needle.
彼の就職のお祝いをしよう,Let's congratulate him on his job.
くつ売り場はどこですか,Where is the shoe store?
あの人は高校の校長だ,That man is the principal of the high school.
今日工場の見学に行きました,I went to see the factory today.
彼女は来年大学に進学する,She's going to college next year.
みんなでテントを張りました,We put up a tent together.
母が今日退院します,My mother is leaving the hospital today.
この踊りは易しいですよ,This dance is easy.
娘は幼稚園に通っています,My daughter is going to kindergarten.
庭にバラを植えました,I planted roses in my garden.
彼にエアメールを送りました,I sent him an airmail.
日本には四季がある,There are four seasons in Japan.
このジャケットはナイロンでできています,This jacket is made of nylon.
消防車が4台も来た,Four fire trucks came.
ハンドバッグを忘れました,I forgot my handbag.
彼女はシャツにアイロンをかけた,She ironed the shirt.
私は農業を勉強しています,I'm studying agriculture.
このシャツはアイロンが必要だ,This shirt needs to be ironed.
これを速達で送りたいのですが,I'd like to send this by express mail.
私はラッシュアワーの電車が嫌いです,I hate rush hour trains.
明日の予習をしましょう,Let's do some prep work for tomorrow.
このプールの深さは2メートルです,This pool is two meters deep.
これを書留で送りたいのですが,I'd like to send this by registered mail.
このウィスキーは強いよ,This whiskey is strong.
私のシャープペンシルがありません,My mechanical pencil is missing.
私たちは中国の会社と取引しています,We're dealing with a Chinese company.
授業の終わりに復習の時間を設けた,We had time for a review at the end of class.
申し込むには一定の資格が要る,You need certain qualifications to apply.
 判断の基準が示された, The criteria were set out for your decision.
彼は新聞記者です,He's a newspaper reporter.
最近の若者は難しい本を読まない傾向がある,Young people these days tend not to read difficult books.
の選手は新しいチームと契約した,The player signed with a new team.
日本の自動車産業は世界的に有名だ,Japan's automobile industry is world-famous.
彼はその計画を実行した,He carried out the plan.
あなたの事情はよく分かりました,I understand your situation very well.
逃げていた犯人が逮捕されました,The criminal who was on the run has been arrested.
彼はある組織のリーダーだ,He's the leader of an organization.
私たちは彼を家族同様に思っている,We think of him as family.
この程度の怪我なら大丈夫です,He'll be fine with this level of injury.
父は貿易の仕事をしています,My father is in the trade.
彼は私の要求にこたえた,He did what I asked.
彼の会社は車を輸出しています,His company exports cars.
この町では商業が盛んだ,There's a lot of commerce in this town.
彼は選挙に出るつもりだ,He's going to run for election.
アメリカの友人から船便が届いた,A friend of mine in America sent me a package.
地域の住民が集まって話合いをした,The residents of the area gathered for a discussion.
ダムの開発に住民は反対しています,They are opposed to the development of the dam.
会議で全員が発言した,Everyone spoke at the meeting.
午後は会議に出席します,I'll be attending a meeting this afternoon.
その仕事は危険を伴う,That job is fraught with danger.
事務的な処理に1週間かかります,It takes a week to process the paperwork.
その会社は女性を多く採用している,That company employs a lot of women.
トラブルがやっと解決した,The trouble has finally been solved.
次は全国のお天気です,Next up is the weather across the country.
ボルドーはワインの生産で有名だ,Bordeaux is famous for its wine production.
作業するにはもっと広いスペースが必要だ,We'll need more space to work.
彼女が私のスケジュールを管理している,She's managing my schedule.
このセンターで工場全体を管理しています,I manage the entire factory from this center.
島の人口は年々増加しています,The population of the island is growing every year.
この曲線がこの車の特徴です,These curves are the hallmark of this car.
彼は良いところだけを強調した,He emphasized only the good parts.
来年から新しい制度が始まります,A new system will start next year.
最近株を始めました,I've recently started taking stock.
塩コショウを加えてください,Please add some salt and pepper.
国は国語教育を強化しています,The government is reinforcing language education.
兄は船の設計をしています,My brother is designing a ship.
この段階では決断するのはまだ早い,It's too early to make a decision at this stage.
その会社は来月キャンペーンを行う,The company will run a campaign next month.
大学で経済を勉強しました,I studied economics in college.
彼は食品工場で働いています,He works in a food factory.
この会社の工場は海の近くにある,This company's factory is located near the sea.
彼は非常に高い技術を持っている,He's very skilled.
彼は神を信じている,He believes in God.
そのホテルにはレジャー施設がたくさんある,There are many leisure facilities in that hotel.
その国の人口はどのくらいですか,What is the population of the country?
この町は人口が増えた,The population of this town has increased.
党の代表が質問に答えました,The representative of the party answered the question.
これはイタリアから輸入した服です,These clothes are imported from Italy.
何から煮ようか,Where shall I start cooking?
友達とジャズのコンサートに行きました,I went to a jazz concert with a friend.
彼は私との結婚を望んでいます,He wants to marry me.
彼は単純な人です,He's a simple man.
彼の翻訳は分かりやすいですよ,His translations are easy to understand.
論文を仕上げないと卒業できませんよ,"If you don't finish your paper, you won't graduate."
ものごとは根気よく継続することが大切です,It's important to be persistent in doing things.
生命は海から始まったと言われている,It's said that life began in the sea.
メートルは長さの単位です,The meter is a unit of length.
あそこに敵がひそんでいる,The enemy is lurking over there.
複数のレポートをひとつにまとめています,I'm combining several reports into one.
彼女が将来大統領になることは確実です,I'm sure she'll be president in the future.
彼は低賃金で働いているんだ,He's working for low pay.
私の会社で社員を募集しています,I'm looking for an employee for my company.
彼は書道3級です,He's a third-grade calligrapher.
容疑者のアリバイが証明されました,The suspect's alibi has been verified.
心配しないで単に眠いだけです,"Don't worry, he's just sleepy."
彼は適切な言葉で説明してくれました,He explained it to me in the right words.
彼は株で財産の半分を失ったの,He lost half his fortune in the stock market.
彼女は有名な作家です,She's a famous writer.
ようやくゴールが見えてきました,The goal is finally in sight.
書類は形式を守って作ってください,Please make sure the paperwork is in order.
労働は国民の義務です,Labor is a national duty.
彼は校則に違反しました,He has violated the school rules.
今後の方針が公式に発表されました,The policy has been officially announced.
ここがいちばん面白い場面です,This is the most interesting part of the story.
彼女は涙を流したんだ,She shed tears.
量より質の方が大事です,Quality is more important than quantity.
やっと宿題を終えた,I finally finished my homework.
会計を済ませて店を出たんだ,I paid the bill and left the store.
霧が晴れて視界が開けたね,The fog has lifted and the sky is clear.
地球の資源を守りましょう,Let's protect the earth's resources.
父親には一家を支える責任がある,A father has a responsibility to support his family.
あの会社との契約が成立しました,The contract with the company has been signed.
学校で避難訓練がありました,There was an evacuation drill at school.
食品は日曜日にまとめて買います,We buy food in bulk on Sundays.
この製品は有害な化学物質を含んでいるわよ,This product contains harmful chemicals.
昨日のコンサートは実に素晴らしかったよ,The concert last night was really great.
データを30分おきに保存してください,Please save your data every 30 minutes.
チームの中では相互の信頼が大切です,Mutual trust is important in a team.
彼に協力を依頼しました,I've asked him to help us.
彼は差別をなくす運動をしています,He's working to end discrimination.
彼は私との結婚を望んでいます,He wants to marry me.
彼は単純な人です,He's a simple man.
彼の翻訳は分かりやすいですよ,His translations are easy to understand.
論文を仕上げないと卒業できませんよ,"If you don't finish your paper, you won't graduate."
ものごとは根気よく継続することが大切です,It's important to be persistent in doing things.
生命は海から始まったと言われている,It's said that life began in the sea.
あそこに敵がひそんでいる,That's where the enemy lurks.
メートルは長さの単位です,The meter is a unit of length.
複数のレポートをひとつにまとめています,I'm combining several reports into one.
彼女が将来大統領になることは確実です,I'm sure she'll be president in the future.
彼は低賃金で働いているんだ,He's working for low pay.
私の会社で社員を募集しています,I'm looking for an employee for my company.
彼は書道3級です,He's a third-grade calligrapher.
容疑者のアリバイが証明されました,The suspect's alibi has been verified.
心配しないで単に眠いだけです,"Don't worry, he's just sleepy."
彼は適切な言葉で説明してくれました,He explained it to me in the right words.
その事象の確率を求める,Find the probability of that event.
それは絶対確かだ,It's absolutely certain.
正確な時刻,Exact time.
正確な判断,Accurate judgment.
調査の正確さ,Accuracy in research.
計算の正確さ,Accuracy of calculations
報道の正確さ,Accuracy of reporting
時間の正確さ,Accuracy of time
予報の正確さ,Accuracy in forecasting
正確に答える,Answer accurately
正確に発音する,Pronunciation accuracy
時間を正確に守る,Be punctual
後方の安全を確認する,Make sure the back of the car is safe
まず本人の意思を確認すべきだ,We should check his intentions first.
出発時刻を確認する,Confirm departure time
当局に情報の確認を求める,Ask the authorities to confirm the information.
本当かどうか確認を急げ,Hurry up and see if it's true.
人生に確実なものなんかありはしない,There's no such thing as certainty in life.
絶対確実な,Absolutely certain.
明確な規定があるわけではない,There are no definite rules.
明確な一線を引く,Draw a clear line.
明確な事実,Clear facts.
確実な証拠,Certainty of evidence
確実な商売,Certainty of business
的確な判断,Accurate judgment
的確な表現,Precise expression
的確な応答,Accurate response
的確な反応,Accurate response
的確に訳す,Accurate translation
確率の保存,Conservation of probability
奇数の目が出る確率は 2 分の 1 である,The probability of getting an odd number of eyes is one-half.
確率を計算する,Calculate the probability
負傷者に適切な処置を施す,Give appropriate treatment to the injured person
適切な答えが見つからない,I can't find the right answer.
彼は株で財産の半分を失ったの,He lost half of his fortune in stocks.
彼女は有名な作家です,She's a famous writer.
ようやくゴールが見えてきました,The goal is finally in sight.
書類は形式を守って作ってください,Please make sure your paperwork is in order.
彼は校則に違反しました,He violated the school rules.
労働は国民の義務です,Work is a duty of the people.
今後の方針が公式に発表されました,The future policy has been officially announced.
ここがいちばん面白い場面です,This is the most interesting part.
彼女は涙を流したんだ,She shed tears.
量より質の方が大事です,Quality is more important than quantity.
やっと宿題を終えた,I finally finished my homework.
会計を済ませて店を出たんだ,I paid the bill and left the store.
霧が晴れて視界が開けたね,The fog has lifted and the sky is clear.
地球の資源を守りましょう,Let's protect the earth's resources.
父親には一家を支える責任がある,A father has a responsibility to support his family.
経済的に支える,Support him financially.
壁にもたれて体を支える,Leaning on the wall for support.
家計を支える,Support the family finances
株価を支える　,Support the stock price　
大勢のスタッフが舞台を支えている,A large crew supports the stage
アメリカによる世界経済支配,Global economic domination by the US
自然の法則に支配される,Governed by the laws of nature
予定外の支出,Unscheduled spending
莫大な支出,Massive spending
支出に対して収入が落ち込んでいる,Income depressed relative to expenditure
予備費から支出する,Spending from reserve fund
衣服を支給する,Provide clothing
旅費を支給する,Provide travel expenses
学費を支給する,Provide school expenses
支給を受ける,Receiving payment
支店を閉鎖する,Close a branch office
あの会社との契約が成立しました,A contract with that company has been signed
学校で避難訓練がありました,There was an evacuation drill at school.
この製品は有害な化学物質を含んでいるわよ,This product contains harmful chemicals.
食品は日曜日にまとめて買います,We buy food in bulk on Sundays.
昨日のコンサートは実に素晴らしかったよ,The concert last night was really great.
データを30分おきに保存してください,Please save your data every 30 minutes.
チームの中では相互の信頼が大切です,Mutual trust is important in a team.
彼に協力を依頼しました,I've asked him to help.
彼は差別をなくす運動をしています,He's campaigning for an end to discrimination.
この研究所には最新の設備が揃っています,This lab has all the latest equipment.
お話しを伺いたいのですが,I'd like to talk to you.
この製品の保証期間は5年間となっております,The warranty on this product is five years.
利益を保証する,Guaranteed profit.
それが事実かどうかは保証できない,I can't guarantee if that's true or not.
そこが安全かどうかは保証できません,I can't guarantee that it's safe there.
この計画がうまくいくという保証は何もない,There's no guarantee that this plan will work
技術的設備,Technical equipment
近代的設備,Modern facilities
暖房の設備がある,There is a heating system.
その病院には 50 名の患者を収容する設備がある,The hospital has a capacity of 50 patients.
諸設備の費用は払っていただきます,You have to pay for the facilities.
そのホテルは設備がよい,The hotel has good facilities.
警察は犯罪の防止に努めています,The police are working hard to prevent crime.
効果的に防止する,Effective prevention
指先の仕事はぼけ防止になる,Fingertip work can prevent blur
日焼け防止のため,To prevent sunburn
私たちはそれを防止する強硬な対策を講じた,We have taken draconian measures to prevent it
大気汚染を防止するため何か手段をとらなければならない,We have to take some steps to prevent air pollution
私たちはこのような事故の再発を防止しなければならない,We must prevent such accidents from happening again.
需要が多過ぎて生産が追い付きません,There's too much demand and we can't keep up with production.
彼の意見は無視されたよ,His opinion was ignored.
海の底には不思議な生物がたくさんいるよ,There are many strange creatures at the bottom of the sea.
改めて申しあげますが,I'd like to say it again.
改めてあなたのご意見を聞かせてください,I'd like to hear your opinion once again.
ここで改めて説くまでもない,I don't have to tell you again.
われわれは改めて話し合う必要がある,We need to talk again.
それは改めて言うまでもないことです,I don't have to tell you that again.
私たちのチームが優勝しました,Our team won the championship.
そのことは承知しております,"I'm aware of that, sir."
客の好みを承知している,I'm aware of the guests' preferences.
当局はその危険を百も承知している,The authorities are well aware of the dangers.
百も承知している,I'm aware of that.
無理を承知で頼む,I'm asking for the impossible.
ご承知のとおり,As you know.
"以上のリスクをご承知の上, ご利用ください",Please be aware of the above risks.
彼はなかなか承知しないだろう,He's hardly likely to approve
彼の会社は電力を供給しています,His company supplies the power.
原料を供給する,He supplies raw materials.
首都圏に野菜を供給している農家,Farmers supplying vegetables to the Tokyo metropolitan area
東北地方は東京に労働力を供給してきている,Tohoku region has been supplying labor to Tokyo
十分な供給,Adequate supply
豊富な供給,Abundant supply
供給が需要に追いつかない,Supply cannot keep up with demand
供給が止まる,Supply stops
供給区域,Supply zone
供給曲線,Supply curve
供給業者,Supplier
送電線が切れて電力の供給ができなくなった,Power lines are down and the power supply is no longer available
先生に許可をもらって早退しました,I got permission from my teacher to leave early.
それには上司の許可が要る,I need permission from my supervisor to do that.
君はだれの許可を得てここに入ったのか,Whose permission did you get to come in here?
先生の許可を得なさい.,Ask your teacher's permission.
許可を与える,I'll give you permission.
ここで写真を撮るには特別の許可が必要です,You need special permission to take pictures here.
許可がない船は通れません,No boat can pass without a permit.
その土地の開発が早く許可になればいい,"The sooner we get permission to develop that land, the better."
政府は大学 2 校の新設を許可した,The government has approved the construction of two new universities.
このソフトには多少問題がある,There are some problems with this software.
多少にかかわらずご自宅までお届けいたします,"We'll deliver it to your home, no matter how few."
事故件数の多少は問題ではない,It doesn't matter how many accidents we have.
多少なりともお役に立てればと思っています,I hope I can help you in some small way
勤続年数の多少によって給与が違ってくる,My salary will be different depending on how long I have been with the company
多少によって,More or less depends
水分含有量の多少で食感は大きく違う,The texture of the food is very different depending on the water content more or less
資本の多少による税率の違い,Tax rates differ depending on how much capital you have
このホテルなら多少の無理がきく,This hotel is more or less unreasonable
この国の人々は多少の騒動には驚かない,People in this country are not surprised by a little commotion.
多少の違いは気にするな,Don't worry about a little difference.
多少の間違いには目をつぶろう,Let's not worry about a few mistakes.
その報道は多少事実と相違していると判明した,That report turned out to be somewhat untrue.
政府は外交に力を入れているの,The government is putting a lot of effort into diplomacy.
面白い出来事がありました,There was an interesting incident.
お互いを信頼することが大事です,It's important that we trust each other.
周りの人に信頼される,The people around you trust you.
彼は社長から全面的に信頼されている,He has the full confidence of the president.
これからパスポートの申請に行きます,I'm going to go apply for a passport now.
在留特別許可を申請中です,I'm applying for a special residence permit.
免許状は申請すればもらえる,You can get a license if you apply for it.
のナスは畑で取れたばかりです,The eggplant in the picture above was just picked in the field.
この戸棚はつまみが取れている,This cupboard is missing a knob.
この辞書は表紙が取れかけている,The cover of this dictionary is about to come off.
かさぶたがようやく取れた,The scab has finally come off.
ボタンが取れた,The button has come off.
ほこりがきれいに取れた,The dust has been cleaned off.
緊張が取れて楽になった,The tension is gone and I feel at ease.
彼女の演技から固さが取れた,The stiffness has been removed from her performance.
高速バスで東京に行ったんだ,She took the express bus to Tokyo.
彼は特殊な能力を持っています,He has a special ability.
特殊な装置,Special equipment
特殊な措置,Special measures
特殊技能,Special skills
特殊権益,Special interests
彼女は文学に興味をもっているのよ,She's interested in literature.
議会で区の来年の予定が話し合われたんだ,"At the council meeting, they discussed the district's plans for next year."
要らないファイルは削除してください,Please delete the files you don't want.
手紙の一部を削除する,Delete part of the letter.
名簿から削除する,Delete from the list.
ファイルを削除する,Delete a file
カーソル位置にある文字を削除する,Delete the character at the cursor position
自分を高めるのは大切なことです,It's important to improve yourself
その事件の直後、捜査本部が設置された,"Shortly after that incident, an investigation team was set up."
大学に通うのが上京のきっかけでした,It was the reason I came to Tokyo to attend college.
彼は作家であり学者です,He's a writer and a scholar.
私は山の風景が好きです,I like mountain scenery.
彼がそれほど悩んでいたとは知らなかった,I didn't know he was so troubled.
警官は怪しい男のあとを追ったよ,The cops went after the suspicious man.
あなたの事情を考慮して予定をたてました,"I've made plans for you, considering your circumstances."
漢字は中国から伝わった,Chinese characters came from China.
子供が歩き始めたとき子供の成長を実感した,"When my child started to walk, I realized that he was growing up."
会議で航空の安全について話し合ったの,We had a meeting to discuss aviation safety.
お店は一時休業になったんだ,The store was temporarily closed.
これらの本を分類してください,Please classify these books.
哲学は興味深い学問です,Philosophy is an interesting subject.
あの巨大な建物は博物館です,That huge building is a museum.
私たちは万歳をして喜びを表しました,We gave a Hail Mary to show our joy.
人類は2本の足で歩きます,Humans walk on two legs.
彼女の行動パターンは興味深いな,Her behavioral patterns are interesting.
今日の海は波が穏やかです,The waves are calm in the ocean today.
最近教育レベルが低下しています,Education levels have been declining recently.
川の水位が低下しはじめた,The water level in the river has begun to drop
日が沈むと気温は急に低下した,"When the sun went down, the temperature dropped sharply"
血圧が急激に低下した,Blood pressure dropped sharply
米は室温で保存すると幾分品質が低下する,The quality of rice degrades somewhat when stored at room temperature.
近年目立って生徒の学力が低下している,"In recent years, there has been a noticeable decline in the academic performance of students."
"ここ 2, 3 年, 聴力の低下が進んでいる",Hearing has been declining for a couple of years.
サービスの低下,Decline in services
学習意欲の低下,Decline in motivation to learn
能率を低下させずに,Without degrading performance
彼女は眠いようです,She seems to be sleepy.
あの村にはお年寄りがたくさん住んでいます,There are a lot of old people living in that village.
彼はロボットの研究をしています,He is studying robotics.
彼女は人形をたくさん持っています,She has a lot of dolls.
プリンターのインクを買った,I bought some ink for my printer.
大きなトラックが私たちを追い越した,A big truck passed us.
この工場ではエアコンを製造しています,This factory makes air conditioners.
彼はアジアの言語を研究している,He's studying Asian languages.
昨日の夕方、友達とピンポンをした,I played ping pong with my friends yesterday evening
西暦1964年に東京でオリンピックがあった,There was an Olympic Games in Tokyo in 1964 AD
関連のセクションへ連絡した,I contacted the relevant section.
彼女は会社を訴えた,She sued the company.
上司が意見を述べた,The boss gave his opinion.
この話は真実に基づいています,This story is based on truth.
彼は同僚を批判した,He criticized his colleagues.
彼は最後まで戦ったよ,He fought to the end.
二人の愛はますます深まっているね,Your love for each other is growing stronger and stronger.
お風呂に花を浮かべて入ったの,I took a bath with flowers floating in it.
湖に鳥の群れがいたよ,There was a flock of birds in the lake.
私は木造の家屋が好きです,I like wooden houses.
道に土の塊ができてたよ,There was a clump of earth on the road.
彼は笛を吹くのが上手いね,He is good at playing the flute.
彼はいつもスマートに行動するね,He always acts smartly.
このあたりは高層ビルが増えましたね,There are more skyscrapers around here.
来年のコンクールに出場するつもりです,I'm going to participate in the competition next year.
健康のため、適度な運動が必要です,You need to exercise moderately for your health.
先生は試験の採点が終わったようね,I see you've finished grading your exams.
惜しいもう少しで優勝だった,You were so close to winning.
叔父は牧場を持っているんだ,My uncle owns a ranch.
それはめでたいことだ,Congratulations.
この鐘の音はとてもきれいですね,"These bells ring so beautifully, don't they?"
警察がその男を捜しているの,The police are looking for that man.
玄関に車を着けます,I'll put the car on the front porch.
説明書を一通り読んだの,I've read all the instructions.
風邪を引いたので内科に行きました,"I caught a cold, so I went to the doctor."
少しの油断が大きな事故につながります,A little carelessness can lead to a big accident.
人に乱暴してはいけません,Don't be rough with people.
ダイヤモンドはとても高価ですね,"Diamonds are very expensive, aren't they?"
彼女は私の連れです,She's with me.
この山は紅葉がとても美しい,The autumn leaves are very beautiful in these mountains.
古い校舎の修理が必要です,The old school building needs to be repaired.
女房は実家に帰っています,My wife is back at home.
この仕事には何日必要か見当もつかないね,I have no idea how many days this job will take.
あなたを驚かす話があります,I have a story that will surprise you.
太陽は東から昇ります,The sun rises in the east.
彼女は真っ赤な頬をしているね,She's got red cheeks.
車のモーターを修理したぜ,I fixed the motor in your car.
この部屋は飾りが多すぎるな,There's too much decor in this room.
店内の飾りが趣味がよくない,The decorations in the store are not in good taste.
お部屋の飾りにもなる世界地図はいかがですか,How about a world map to decorate the room?
飾りが何もない無地のワンピース,A plain dress with no decorations.
頬をすり寄せる,I rub my cheek against it.
頬がふっくらしている,Your cheeks are plump.
まだ原因は断定できません,I can't determine the cause yet.
食事は余分に用意してあります,I've prepared an extra meal for you.
余分な仕事を引き受ける,I take on extra work.
500 円余分に金を払う,I'll pay you an extra 500 yen.
彼女が来なかった分チケットが 1 枚余分になった,One extra ticket for her not showing up.
余分には要りません,I don't need an extra one.
余分が 一つある,There's one extra.
余分が出る,I get an extra one.
レモンの爽やかな香りがした,I could smell the fresh scent of lemon.
彼はようやく姿を現しましたね,"He's finally making an appearance, isn't he?"
さわやかな天気,Refreshing weather
さわやかな風,Refreshing breeze
さわやかな秋の一日,A crisp autumn day
さわやかな笑顔,A refreshing smile
さわやかな朝,A crisp morning
今日は気分がさわやかだ,I'm feeling fresh today.
久しぶりにさわやかな汗をかいた,It's been a while since I've worked up a refreshing sweat.
さわやかに笑顔であいさつする,I greet you with a refreshing smile.
笑顔のさわやかさがとても印象的な女性だった,She had such a refreshing smile on her face.
出勤時に彼女に会うと気分がさわやかになる,"When I see her on my way to work, I feel refreshed."
月に一度、母から便りがきます,"Once a month, I receive a letter from my mother."
私の弟は団地に住んでいます,My brother lives in an apartment complex.
気候は大きく作物の出来に影響する,The climate greatly affects the crop.
米はアジアでは大切な作物だ,Rice is a very important crop in Asia.
その県の主な作物は小麦です,Wheat is the main crop in that province.
サツマイモはやせた土地でもできる作物だ,Sweet potatoes are a crop that can be grown on thin land.
この地は寒すぎて作物が育たない,It's too cold to grow crops here.
彼らはとても愉快な人たちです,They are very pleasant people.
花瓶の花が枯れました,The flowers in the vase have withered.
釣りは釣れさえすれば愉快なものです,Fishing is fun as long as you catch it.
愉快な経験,Pleasant experience.
愉快に感じる,Pleasant to feel
愉快に語り合う,Pleasant to talk to
飲んで歌って愉快にやろう,"Let's drink, sing, and be merry"
一日を愉快に過ごす,Spend the day in joy
7月上旬に夏祭りがありますよ,There's a summer festival in early July.
彼はごく平凡な人です,He's a very ordinary man.
先生にお礼の手紙を書きました,I wrote a thank-you note to the doctor.
洗濯物がまだ湿っています,The laundry is still damp.
私は綿のシャツをよく着ます,I often wear cotton shirts.
湿らないようにする,I'll make sure it doesn't get damp.
霧吹きで湿らせる,I'll mist it to keep it damp.
湿った雰囲気　,Damp atmosphere　
その件でしたら先ほど上司から許可を得ております,I've just received permission from my supervisor to do that.
試験の前に英文を暗記したんだ,He memorized the English text before the exam.
彼は釣りの名人です,He's an expert fisherman.
10円玉は銅でできています,The ten-yen coin is made of copper.
こちらを差し上げます,I'll give you this one.
雪の上にうさぎの足跡があった,There were rabbit's footprints in the snow.
私の父は大工です,My father is a carpenter.
水は水素と酸素でできています,Water is made of hydrogen and oxygen.
二人は婚約しています,They're engaged to be married.
兄は商社に勤めています,My brother works for a trading company.
これは初級の教科書です,This is an elementary textbook.
彼女は結婚生活に失望していたの,She was disappointed in her marriage.
友達が見舞いに来てくれたよ,A friend came to visit me.
あと少しで山の頂上です,We're almost at the top of the mountain.
ベレストの頂点に到達する,He will reach the top of Mount Everest.
そのとき彼の人気は頂点に達した,That's when his popularity reached its peak.
富士山の頂上にはまだ雪があった,There was still snow on the top of Mt.
頂上の眺めはえも言われないほどです,The view from the top is indescribable
今が暑さの頂上だ,Now is the top of the heat.
あと少しで山の頂上です,We are almost at the top of the mountain.
このドレスはとても上品なデザインですね,This dress is very elegantly designed.
上品な服装をしている,She is dressed elegantly.
上品な食べ方をする,You eat elegantly.
それはとても上品な柄だった,That was a very elegant pattern.
その部屋には上品な家具が置かれている,The room is elegantly furnished.
彼女はいつも上品な装いをしている,She is always elegantly dressed.
彼女の物腰は上品で奥ゆかしい,Her manner is elegant and reserved.
彼女は髪を上品に結っていた,She wore her hair in an elegant bun.
昨夜自転車の盗難にあったよ,My bicycle was stolen last night.
ガス会社がメーターを調べにきたぞ,The gas company is here to check your meter.
今日は水を2リットル以上飲んだわ,I've drunk more than two liters of water today.
醜い争いはやめましょう,Let's not get into an ugly fight.
彼女は性根が醜い,She has an ugly temperament.
彼女はスキーで足を骨折したの,She broke her leg skiing.
毎度ありがとうございます,Thank you for everything.
掲示が一面に張ってある壁,The wall is covered with notices.
大会のスローガンを掲示したよ,I put up the slogan for the competition.
学校は明日は休みだという掲示が出ている,There's a sign that says school is closed tomorrow.
1 号車から 5 号車には禁煙の掲示が出ている,No smoking signs in cars 1 through 5
「立見席のみ」という掲示がその劇場に出ていた,"A ""standing room only"" sign was posted in the theater."
彼女は薬品を戸棚から出したんだ,She pulled some chemicals out of the cupboard.
それひとつ頂戴,Give me one of those.
ありがたくちょうだいする,"I'll take it, thank you."
お写真をちょうだいできませんか,"Can I have a photo, please?"
大変おいしくちょうだいいたしました,It was very delicious.
このキャンディ 1 つちょうだい,Can I have one of these candies?
一緒に行ってちょうだい,I want you to go with me.
お使いに行ってちょうだい,I need you to run an errand for me.
ボーイに荷物を運んでもらった,I asked the boy to carry my bags.
見本はこちらにございます,Here's a sample.
箱の角が潰れていますよ,The corners of the box are crushed.
見本どおりに作る,Follow the example.
見本どおりにできあがる,It's done according to the sample.
見本で注文を取る,Taking orders from a sample
見本を提供する,Provide a sample
実演して見本を示す,Demonstrate and set an example
彼は役人の見本みたいな男だ,He's like a model bureaucrat.
彼の葬式は明日です,His funeral is tomorrow.
日本は列島です,Japan is an archipelago.
時間がないので詳細は省きます,"We're running out of time, so I'll spare you the details."
彼は悪酔いして暴れたんだ,He was so drunk he went berserk.
彼らは垂直のがけを登り始めたの,They started to climb a vertical cliff.
この峠を越えると村があります,There's a village over this pass.
碓氷峠を越えて行こう,We'll go over the Usui Pass.
峠を越す,We'll go over the pass.
その外交問題も峠を越した,That diplomatic problem was also over the pass
ヨットでクルージングを楽しみましたわ,I enjoyed cruising on my yacht.
毛皮を税関で没収されたんだ,Our furs were confiscated by customs.
上司から厳重に注意されました,My boss gave me a stern warning.
今日は日差しが強いですね,It's very sunny today.
芝生がよく手入れされていますね,Your lawn is very well kept.
景色が良かったので途中下車したよ,I got off at a stoplight because the view was so nice.
台風で停電したよ,The typhoon caused a power outage.
ここは桜の名所です,This is a famous place for cherry blossoms.
高い山は気圧が低いね,High mountains have low pressure.
学校から父母に連絡があったんだ,I got a call from the school to my parents.
彼は恋人を失った,He's lost his girlfriend.
プレゼントにリボンを付けた,I put a ribbon on his present.
図書室で勉強した,I studied in the library.
勝った万歳！,I won. Hurray!
明日は自習の時間がある,We have study hall tomorrow.
娘は学校で足し算を習った,My daughter learned addition at school.
娘は学校で引き算を習っている,She's learning subtraction at school.
入るときはドアをノックしてください,Please knock on the door to come in.
チョークで黒板に字を書きました,I wrote on the blackboard with chalk
彼女は今休養中です,She's resting now.
この綱は直径20cmあるそうです,This rope is 20 centimeters in diameter.
ゆっくり 1 日休養する,I'm going to rest for a day.
彼は十分休養を取って次の試合に備えている,He's well rested and ready for the next game.
君は休養したほうがいい,You need to rest.
名所を見物する,See the sights.
あの都市はオリンピックの有力な候補地です,That city is a prime candidate for the Olympics.
その日国民は平和への祈りをささげるの,"On that day, the people will say a prayer for peace."
私の秘書はとても優秀です,My secretary is very good.
このソフトで画像を合成できます,I can combine images with this software.
